Task_ID,Task_Date,Machine_ID,Machine_Type,Machine_Age_yrs,Machine_Maintenance_Status,Operator_ID,Operator_Skill,Operator_Fatigue_Level,Task_Type,Task_Volume,Load_Weight_tons,Travel_Distance_m,Fuel_Consumption_L,Idle_Time_during_task_min,Site_Terrain,Site_Condition,Weather,Temperature_C,Humidity_Percent,Visibility,Shift_Time,Estimated_Time_min,Breakdown_During_Task,Delay_Reason,Actual_Time_min,Time_Deviation_Percent
TASK01729,2025-02-03,MC1005,Loader,6,Good,OP1002,Beginner,4.2,Earth Excavation,216.2,2.49,257.5,3.91,9.4,Rolling,Normal,Clear,25.7,53.6,Good,Afternoon,124.4,No,None,174.1,39.95
TASK01730,2025-01-09,MC1009,Bulldozer,9,Good,OP1010,Intermediate,2.0,Trenching,298.5,3.97,289.7,7.37,4.9,Steep,Dry,Cloudy,25.4,58.5,Good,Afternoon,218.0,No,None,319.4,46.51
TASK01731,2025-07-18,MC1005,Loader,6,Overdue,OP1017,Expert,1.0,Grading,441.2,4.05,655.9,9.27,22.3,Flat,Normal,Cloudy,26.1,83.5,Good,Afternoon,212.6,Yes,Equipment Fault,363.0,70.74
TASK01732,2025-04-21,MC1003,Excavator,4,Due Soon,OP1006,Beginner,3.3,Material Loading,303.8,,262.5,,74.5,Rocky,Wet,Rainy,21.4,86.3,Good,Morning,125.4,No,None,312.7,149.36
TASK01733,2025-11-17,MC1007,Bulldozer,7,Good,OP1010,Intermediate,6.0,Material Loading,104.1,1.02,448.1,2.74,13.9,Flat,Wet,Clear,23.4,49.9,Good,Night,49.6,No,None,79.0,59.27
TASK01734,2025-10-17,MC1004,Loader,5,Good,OP1008,Intermediate,3.1,Earth Excavation,312.3,4.34,279.3,5.31,7.9,Flat,Normal,Windy,25.6,50.8,Good,Afternoon,174.4,No,None,204.7,17.37
TASK01735,2025-12-17,MC1003,Excavator,4,Good,OP1018,Expert,5.0,Earth Excavation,296.1,2.1,259.4,5.19,10.6,Muddy,Normal,Clear,36.0,51.1,Good,Afternoon,166.0,No,None,209.3,26.08
TASK01736,2025-01-22,MC1006,Loader,3,Good,OP1014,Expert,2.5,Material Loading,459.5,5.15,373.8,9.21,31.1,Muddy,Dry,Rainy,21.7,93.6,Good,Night,184.6,No,None,298.6,61.76
TASK01737,2025-04-23,MC1006,Loader,3,Good,OP1008,Intermediate,4.6,Earth Excavation,180.7,1.3,189.6,2.88,22.9,Flat,Dry,Rainy,23.1,82.0,Poor,Night,106.0,No,None,189.3,78.58
TASK01738,2025-04-30,MC1004,Loader,5,Good,OP1019,Expert,8.3,Material Loading,334.5,3.7,222.5,5.59,10.2,Flat,,Clear,26.8,,Good,Night,137.1,No,None,158.5,15.61
TASK01739,2025-09-12,MC1002,Excavator,2,Good,OP1019,Expert,5.0,Material Loading,169.4,3.93,359.9,4.68,36.2,Rocky,Dry,Clear,,56.2,Moderate,Morning,74.4,No,None,128.1,72.18
TASK01740,2025-05-23,MC1005,Loader,6,Good,OP1011,Intermediate,5.3,Grading,291.9,1.84,754.0,5.93,17.5,Flat,Normal,Clear,29.1,52.3,Good,Afternoon,145.3,No,None,188.0,29.39
TASK01741,2025-09-08,MC1005,Loader,6,Good,OP1020,Expert,2.5,Demolition,200.2,3.04,273.4,4.29,3.1,Flat,Wet,Hot,35.8,60.3,Moderate,Afternoon,174.2,No,None,221.1,26.92
TASK01742,2025-01-19,MC1004,Loader,5,Due Soon,OP1001,Beginner,6.7,Material Loading,517.8,12.25,557.8,11.85,24.4,,Normal,Clear,25.7,40.2,Good,Afternoon,206.8,No,None,341.3,65.04
TASK01743,2025-01-28,MC1006,Loader,3,Due Soon,OP1004,Beginner,1.0,Earth Excavation,152.7,1.07,373.9,3.41,3.1,Muddy,Wet,Cloudy,27.4,78.4,Good,Morning,91.4,No,None,174.3,90.7
TASK01744,2025-09-11,MC1001,Excavator,1,Good,OP1017,Expert,1.0,Trenching,191.0,1.18,275.9,3.55,10.8,Rolling,Dry,Windy,30.8,80.6,Good,Morning,144.9,No,None,178.0,22.84
TASK01745,2025-01-01,MC1005,Loader,6,Good,OP1016,Expert,5.0,Grading,700.8,3.67,981.6,11.55,8.1,Flat,Normal,Cloudy,,,Good,Night,329.4,No,None,363.2,10.26
TASK01746,2025-12-06,MC1005,Loader,6,Due Soon,OP1013,Intermediate,5.8,Earth Excavation,283.2,4.1,153.0,5.21,,Muddy,Normal,Clear,31.5,46.3,Good,Night,159.2,No,None,263.4,65.45
TASK01747,2025-12-20,MC1007,Bulldozer,7,Good,OP1020,Expert,4.3,Earth Excavation,100.7,0.7,314.0,2.29,4.4,Flat,Dry,Clear,,58.8,Good,Morning,64.4,No,None,65.8,2.17
TASK01748,2025-04-25,MC1004,Loader,5,Due Soon,OP1013,Intermediate,1.0,Grading,731.5,5.0,753.0,12.68,6.2,Muddy,Normal,Rainy,20.4,67.1,Good,Afternoon,343.2,No,Material Availability,1009.0,194.0
TASK01749,2025-01-07,MC1008,Bulldozer,8,Good,OP1018,Expert,1.5,Demolition,160.5,1.47,299.0,3.89,50.8,Rolling,Normal,Hot,32.9,36.2,Good,Morning,143.2,No,None,232.9,62.64
TASK01750,2025-11-14,MC1008,Bulldozer,8,Good,OP1017,Expert,5.8,Earth Excavation,398.7,5.19,290.8,8.6,1.0,Muddy,Muddy,Clear,27.6,68.9,Good,Afternoon,219.3,No,None,349.1,59.19
TASK01751,2025-08-16,MC1005,Loader,6,Good,OP1001,Beginner,3.0,Grading,771.3,3.86,1628.8,13.27,7.0,Steep,Wet,Hot,29.8,27.3,Good,Morning,361.1,No,None,659.4,82.61
TASK01752,2025-05-27,MC1008,Bulldozer,8,Due Soon,OP1002,Beginner,3.9,Earth Excavation,344.0,6.42,109.7,9.65,1.2,Flat,Muddy,Rainy,24.1,82.1,Good,Afternoon,190.9,No,None,355.7,86.33
TASK01753,2025-11-12,MC1008,Bulldozer,8,Overdue,OP1001,Beginner,5.7,Demolition,53.4,0.5,337.0,1.86,27.6,Muddy,Normal,Clear,25.2,62.0,Poor,Afternoon,59.7,No,None,161.0,169.68
TASK01754,2025-01-17,MC1003,Excavator,4,Good,OP1010,Intermediate,1.6,Demolition,123.0,1.69,219.1,2.63,9.9,Rolling,Dry,Cloudy,22.2,82.1,Good,Morning,113.9,No,Material Availability,151.8,33.27
TASK01755,2025-03-29,MC1002,Excavator,2,Due Soon,OP1001,Beginner,5.2,Grading,646.6,4.02,695.5,12.39,13.4,Muddy,Normal,Hot,32.6,40.4,Good,Afternoon,305.0,No,,548.8,79.93
TASK01756,2025-06-19,MC1008,Bulldozer,8,Good,OP1008,Intermediate,3.8,Grading,326.0,2.72,781.0,7.84,8.3,Flat,Muddy,Clear,29.6,36.6,Moderate,Morning,160.7,No,None,162.5,1.12
TASK01757,2025-06-16,MC1007,Bulldozer,7,Good,OP1006,Beginner,,Trenching,99.6,0.5,699.6,4.01,8.7,Flat,Dry,Clear,30.2,76.5,Good,Night,82.7,No,,131.8,59.37
TASK01758,2025-04-05,MC1002,Excavator,2,Good,OP1017,Expert,4.2,Earth Excavation,261.5,3.08,224.1,4.72,5.1,Rolling,Wet,Clear,20.8,61.3,Good,,148.0,No,None,292.0,97.3
TASK01759,2025-01-18,MC1004,Loader,5,Good,OP1009,Intermediate,2.4,Material Loading,591.9,6.22,232.9,12.21,15.0,Steep,Normal,Hot,,48.0,Poor,Morning,234.9,No,None,340.8,45.08
TASK01760,2025-10-04,MC1002,Excavator,2,Due Soon,OP1014,Expert,,Material Loading,242.3,4.16,267.0,6.06,46.0,Rolling,Loose,Windy,28.4,60.6,Good,Morning,102.1,No,None,170.1,66.6
TASK01761,2025-05-16,MC1010,Excavator,10,Good,OP1002,Beginner,1.9,Trenching,190.0,,641.9,4.35,7.2,Rocky,Wet,Cloudy,25.0,82.9,Good,Morning,144.2,No,None,286.2,98.47
TASK01762,2025-06-21,MC1006,Loader,3,Good,OP1001,Beginner,1.0,Earth Excavation,172.2,1.88,384.5,3.52,10.9,Rolling,Loose,Clear,28.7,39.4,Moderate,Morning,101.6,No,None,156.2,53.74
TASK01763,2025-02-13,MC1003,Excavator,4,Good,OP1009,Intermediate,4.1,Grading,281.8,2.07,533.4,5.46,27.0,Steep,Normal,Clear,30.2,44.9,,Morning,140.8,No,None,204.1,44.96
TASK01764,2025-06-02,MC1004,Loader,5,Good,OP1012,Intermediate,3.3,Earth Excavation,293.8,2.39,170.2,4.75,8.6,Flat,Normal,Windy,24.5,66.1,Good,,164.8,No,None,225.3,36.71
TASK01765,2025-01-05,MC1008,Bulldozer,8,Good,OP1001,Beginner,4.3,Trenching,253.8,1.62,327.4,5.3,9.0,Flat,,Cloudy,26.4,62.2,Good,Afternoon,187.6,No,Weather,274.2,46.16
TASK01766,2025-12-30,MC1009,Bulldozer,9,Good,OP1015,Expert,1.1,Earth Excavation,344.1,3.18,404.4,7.67,10.8,Steep,Muddy,Hot,36.2,54.2,Good,Morning,190.9,No,None,321.4,68.36
TASK01767,2025-07-25,MC1009,Bulldozer,9,Overdue,OP1005,Beginner,6.3,Material Loading,150.3,3.3,158.5,5.51,14.1,Rocky,Wet,Rainy,22.5,77.5,Good,Night,67.1,No,None,191.4,185.25
TASK01768,2025-09-22,MC1009,Bulldozer,9,Good,OP1009,Intermediate,3.6,Earth Excavation,96.3,1.55,122.1,2.64,18.5,Flat,Muddy,Clear,32.9,51.4,Good,Afternoon,62.1,No,None,104.0,67.47
TASK01769,2025-12-13,MC1001,Excavator,1,Good,OP1010,Intermediate,4.3,Earth Excavation,299.4,4.5,226.1,6.58,11.7,Rolling,Wet,Clear,28.0,50.1,Good,Afternoon,167.7,No,None,219.8,31.07
TASK01770,2025-01-14,MC1004,Loader,5,Due Soon,OP1020,Expert,3.8,Trenching,204.0,0.71,238.8,,10.1,Muddy,Muddy,Windy,24.8,,,Morning,153.7,No,None,250.2,62.78
TASK01771,2025-01-25,MC1008,Bulldozer,8,Good,OP1016,Expert,1.5,Material Loading,345.3,4.48,199.9,7.89,13.8,Steep,Normal,Clear,30.6,46.5,Good,Afternoon,141.2,No,None,182.4,29.18
TASK01772,2025-09-28,MC1005,Loader,6,Overdue,OP1007,Intermediate,4.1,Grading,597.9,,476.8,10.98,21.0,Rocky,Normal,Windy,29.8,74.2,Good,Night,283.1,No,None,548.1,93.61
TASK01773,2025-06-05,MC1004,Loader,5,Good,OP1012,Intermediate,6.4,Trenching,271.0,2.88,281.2,4.99,5.6,,Loose,Rainy,23.0,67.8,Moderate,Afternoon,199.3,No,None,375.2,88.26
TASK01774,2025-06-17,MC1005,Loader,6,Overdue,OP1003,Beginner,5.9,Grading,420.6,1.31,660.3,6.59,5.5,Flat,Normal,Cloudy,28.3,62.6,Poor,Afternoon,203.3,No,None,372.2,83.08
TASK01775,2025-05-26,MC1004,Loader,5,Good,OP1013,Intermediate,5.3,Grading,352.6,1.84,1028.7,7.81,8.3,Muddy,Normal,Rainy,21.4,74.0,Moderate,Morning,172.6,No,None,300.3,73.99
TASK01776,2025-04-18,MC1005,Loader,6,Due Soon,OP1018,Expert,5.7,Material Loading,442.8,7.97,312.5,9.03,17.7,Rolling,Dry,Clear,32.5,56.4,Good,Afternoon,178.3,No,None,232.7,30.51
TASK01777,2025-06-02,MC1005,Loader,6,Good,OP1017,Expert,2.8,Material Loading,441.4,10.74,420.7,12.27,9.7,Rolling,Muddy,Clear,28.0,57.8,Good,Morning,177.7,No,None,229.4,29.09
TASK01778,2025-10-22,MC1002,Excavator,2,Good,OP1010,Intermediate,3.4,Earth Excavation,369.4,3.79,349.1,,,Muddy,Loose,Hot,35.7,53.2,Moderate,Night,204.1,No,None,352.8,72.86
TASK01779,2025-03-18,MC1006,Loader,3,Due Soon,OP1018,Expert,3.5,Demolition,188.0,2.77,391.4,4.54,34.4,Rolling,Wet,Cloudy,22.7,58.7,Good,Morning,164.6,No,None,237.5,44.29
TASK01780,2025-12-10,MC1006,Loader,3,Good,OP1010,Intermediate,3.2,Demolition,75.9,0.67,,2.5,27.7,Muddy,Normal,Rainy,21.1,73.6,Poor,,77.2,No,None,173.7,125.0
TASK01781,2025-04-28,MC1009,Bulldozer,9,Good,OP1016,Expert,4.0,Material Loading,342.1,,300.2,7.72,25.9,Muddy,Wet,Clear,33.7,77.9,Good,Night,140.0,Yes,Equipment Fault,324.3,131.64
TASK01782,2025-02-15,MC1008,Bulldozer,8,Good,OP1011,Intermediate,4.2,Demolition,155.4,2.48,169.6,4.58,30.4,Rolling,Dry,Rainy,17.5,80.1,Good,Afternoon,139.2,No,None,233.1,67.46
TASK01783,2025-04-22,MC1010,Excavator,10,Good,OP1019,Expert,3.7,Earth Excavation,433.5,6.14,113.3,9.83,8.3,Rolling,Dry,Hot,,43.4,,Morning,237.4,No,None,293.1,23.46
TASK01784,2025-04-24,MC1005,Loader,6,Due Soon,OP1006,Beginner,2.6,Earth Excavation,448.2,6.07,236.8,8.99,4.9,Rolling,Dry,Rainy,22.3,82.7,Moderate,Morning,245.1,No,None,415.9,69.69
TASK01785,2025-10-17,MC1002,Excavator,2,Good,OP1001,Beginner,1.1,Earth Excavation,282.5,4.53,293.2,7.78,22.0,Steep,Dry,Rainy,25.1,82.9,Good,Morning,158.9,No,None,275.3,73.25
TASK01786,2025-01-18,MC1006,Loader,3,Good,OP1006,Beginner,5.6,Trenching,113.0,0.67,589.9,2.84,5.5,Flat,Dry,Cloudy,29.2,73.6,Moderate,Morning,91.8,No,None,129.7,41.29
TASK01787,2025-06-25,MC1007,Bulldozer,7,Good,OP1002,Beginner,1.0,Grading,371.5,1.99,874.7,9.3,33.7,Flat,Normal,Hot,37.2,41.7,,Afternoon,181.2,No,None,298.3,64.62
TASK01788,2025-02-21,MC1010,Excavator,10,Good,OP1012,Intermediate,3.3,Grading,633.5,3.33,444.3,10.85,4.4,Flat,Muddy,Clear,33.7,50.0,Moderate,Afternoon,299.1,No,None,444.3,48.55
TASK01789,2025-11-28,MC1010,Excavator,10,Good,OP1020,Expert,1.0,Material Loading,547.9,12.86,228.0,16.98,9.4,Muddy,,Clear,,68.7,Good,Afternoon,218.2,No,None,403.5,84.92
TASK01790,2025-10-11,MC1007,Bulldozer,7,Good,OP1016,Expert,1.0,Grading,708.3,5.17,597.5,13.46,9.4,Rocky,Normal,Clear,,36.4,Good,Afternoon,332.7,No,None,416.4,25.16
TASK01791,2025-03-09,MC1007,Bulldozer,7,Overdue,OP1009,Intermediate,2.7,Trenching,275.6,2.39,286.7,6.26,16.9,Flat,Dry,Windy,25.4,58.2,Poor,Afternoon,202.4,Yes,Equipment Fault,380.3,87.9
TASK01792,2025-06-08,MC1007,Bulldozer,7,Due Soon,OP1005,Beginner,3.2,Demolition,112.1,1.79,230.8,3.56,29.0,,Wet,Windy,,57.5,Good,Afternoon,105.4,No,None,195.4,85.39
TASK01793,2025-11-07,MC1007,Bulldozer,7,Due Soon,OP1002,Beginner,2.9,Trenching,122.8,0.61,534.7,2.98,4.2,Rolling,Muddy,Clear,35.8,32.2,Good,Morning,98.5,No,None,166.8,69.34
TASK01794,2025-05-27,MC1004,Loader,5,Good,OP1005,Beginner,4.6,Material Loading,520.5,7.05,222.6,9.28,18.6,Rolling,Loose,Cloudy,21.8,67.6,Good,Afternoon,207.8,No,None,325.4,56.59
TASK01795,2025-12-09,MC1002,Excavator,2,Good,OP1019,Expert,7.9,Demolition,160.3,1.95,,3.31,24.2,Rolling,Wet,Cloudy,26.7,66.3,Moderate,Night,143.0,No,None,202.4,41.54
TASK01796,2025-04-19,MC1009,Bulldozer,9,Good,OP1009,Intermediate,2.0,Grading,797.0,2.94,937.4,15.43,9.6,Steep,Wet,Clear,27.5,57.9,Poor,Morning,372.7,No,None,557.9,49.69
TASK01797,2025-03-19,MC1001,Excavator,1,Due Soon,OP1009,Intermediate,5.1,Trenching,284.2,2.31,206.9,4.83,1.6,Flat,Wet,Hot,35.5,44.0,Good,Morning,208.3,No,None,268.2,28.76
TASK01798,2025-09-24,MC1001,Excavator,1,Good,OP1015,Expert,1.6,Trenching,215.3,1.51,398.3,3.82,,Rolling,Dry,Clear,25.6,64.8,Good,Morning,161.4,No,None,165.4,2.48
TASK01799,2025-12-22,MC1007,Bulldozer,7,Good,OP1006,Beginner,1.4,Demolition,77.0,0.63,612.0,2.95,,Flat,Normal,Clear,33.6,49.6,Moderate,Afternoon,78.1,No,None,147.4,88.73
TASK01800,2025-11-25,MC1007,Bulldozer,7,Due Soon,OP1006,Beginner,4.9,Trenching,185.5,1.39,319.3,4.7,14.1,Rolling,Wet,Hot,35.6,44.4,Moderate,Afternoon,141.1,No,None,245.6,74.06
TASK01801,2025-09-27,MC1008,Bulldozer,8,Due Soon,OP1011,Intermediate,,Earth Excavation,104.7,1.96,323.0,3.36,5.2,Rolling,,Clear,28.4,71.7,Moderate,Afternoon,66.4,No,None,109.8,65.36
TASK01802,2025-01-29,MC1005,Loader,6,Good,OP1006,Beginner,3.0,Demolition,187.5,2.69,217.6,4.07,51.1,Flat,Muddy,Windy,25.0,49.0,Good,Afternoon,164.2,No,None,332.9,102.74
TASK01803,2025-06-27,MC1003,Excavator,4,Good,OP1003,Beginner,2.7,Grading,415.5,1.42,1142.8,8.79,16.6,Rocky,Dry,Clear,25.6,53.5,Good,Afternoon,201.0,No,None,302.4,50.45
TASK01804,2025-03-31,MC1007,Bulldozer,7,Good,OP1007,Intermediate,6.0,Material Loading,113.7,2.93,172.0,4.14,30.7,Muddy,Wet,Clear,28.5,61.4,Good,Afternoon,53.2,No,None,118.6,122.93
TASK01805,2025-01-13,MC1005,Loader,6,Good,OP1015,Expert,1.0,Earth Excavation,183.0,1.23,540.9,3.63,3.7,Rocky,Normal,Clear,,53.9,Good,Morning,107.2,No,None,126.2,17.72
TASK01806,2025-10-23,MC1007,Bulldozer,7,Good,OP1014,Expert,9.0,Earth Excavation,144.0,1.38,328.9,3.93,14.8,Rolling,Loose,Hot,38.0,37.1,Good,Night,86.9,No,None,136.8,57.42
TASK01807,2025-10-31,MC1001,Excavator,1,Due Soon,OP1015,Expert,3.6,Trenching,145.5,1.13,174.6,2.99,3.6,,Loose,Cloudy,27.7,65.1,Moderate,Morning,113.9,No,None,284.7,149.96
TASK01808,2025-12-08,MC1004,Loader,5,Good,OP1002,Beginner,,Grading,379.2,2.73,447.6,5.89,0.5,Rolling,Normal,Cloudy,23.9,64.9,Poor,Morning,184.6,No,None,232.6,26.0
TASK01809,2025-03-07,MC1004,Loader,5,Due Soon,OP1008,Intermediate,3.3,Trenching,209.1,0.98,322.3,3.61,4.6,,Normal,Rainy,28.3,81.8,Good,Afternoon,157.2,No,None,213.4,35.75
TASK01810,2025-04-07,MC1004,Loader,5,Overdue,OP1003,Beginner,1.0,Material Loading,254.3,5.56,,7.41,22.3,Rocky,Dry,Rainy,19.9,81.9,Good,Morning,106.6,No,None,217.4,103.94
TASK01811,2025-10-05,MC1009,Bulldozer,9,Due Soon,OP1012,Intermediate,1.0,Material Loading,324.3,7.67,440.2,13.01,14.3,Muddy,Loose,Windy,28.1,68.2,Good,Morning,133.2,No,Weather,321.9,141.67
TASK01812,2025-03-12,MC1004,Loader,5,Good,OP1008,Intermediate,2.2,Trenching,115.8,1.13,730.4,3.67,15.8,Rocky,Muddy,Windy,,64.5,Moderate,Morning,93.7,No,None,190.1,102.88
TASK01813,2025-10-18,MC1009,Bulldozer,9,Good,OP1012,Intermediate,3.2,Earth Excavation,437.8,,382.0,8.76,8.2,Muddy,Muddy,Clear,31.5,43.7,,Afternoon,239.6,No,None,441.7,84.35
TASK01814,2025-05-15,MC1008,Bulldozer,8,Good,OP1012,Intermediate,2.5,Material Loading,105.2,1.56,432.6,3.74,24.4,Rolling,Normal,Clear,25.2,52.9,Good,Morning,50.0,No,None,88.4,76.8
TASK01815,2025-10-27,MC1002,Excavator,2,Overdue,OP1001,Beginner,,Earth Excavation,136.9,2.53,280.1,,3.8,Rolling,Normal,Clear,35.4,57.9,Good,Morning,83.2,No,None,118.4,42.31
TASK01816,2025-05-24,MC1007,Bulldozer,7,Good,OP1003,Beginner,2.1,Trenching,293.9,3.41,497.1,7.59,7.5,Rolling,Wet,Cloudy,22.7,53.7,Good,Afternoon,214.9,No,None,334.7,55.75
TASK01817,2025-11-24,MC1005,Loader,6,Good,OP1008,Intermediate,3.2,Material Loading,455.2,9.18,392.6,10.13,10.8,Flat,Dry,Cloudy,32.0,78.1,Good,Afternoon,183.0,No,None,221.5,21.04
TASK01818,2025-03-27,MC1007,Bulldozer,7,Good,OP1007,Intermediate,6.5,Demolition,40.0,0.5,278.5,1.7,43.4,Flat,Normal,Hot,34.9,29.7,Good,Night,49.2,No,None,107.2,117.89
TASK01819,2025-04-13,MC1007,Bulldozer,7,Due Soon,OP1004,Beginner,,Earth Excavation,118.9,0.8,201.8,2.84,1.9,Flat,Muddy,Clear,24.4,53.1,Good,Night,73.8,No,None,144.3,95.53
TASK01820,2025-03-31,MC1008,Bulldozer,8,Good,OP1006,Beginner,,Earth Excavation,363.9,2.89,268.3,8.56,4.6,Rolling,Normal,Clear,32.7,57.6,Good,Afternoon,201.2,No,Material Availability,364.0,80.91
TASK01821,2025-08-30,MC1002,Excavator,2,Due Soon,OP1016,Expert,6.4,Trenching,189.2,1.34,507.5,,6.0,,Normal,Windy,29.8,61.4,Good,Night,143.6,No,None,228.7,59.26
TASK01822,2025-06-10,MC1007,Bulldozer,7,Good,OP1002,Beginner,2.6,Material Loading,591.3,16.62,169.6,16.72,21.0,Flat,Muddy,Clear,29.6,40.3,Good,Afternoon,234.7,No,None,375.9,60.16
TASK01823,2025-08-21,MC1007,Bulldozer,7,Good,OP1003,Beginner,1.0,Earth Excavation,133.9,0.97,271.8,3.0,10.3,Flat,Loose,Hot,33.7,39.7,Good,Morning,81.6,No,None,123.6,51.47
TASK01824,2025-03-23,MC1008,Bulldozer,8,Good,OP1017,Expert,5.2,Trenching,136.2,0.71,543.2,4.14,4.4,Flat,Normal,Clear,30.9,60.0,Good,Afternoon,107.6,No,None,110.9,3.07
TASK01825,2025-11-27,MC1008,Bulldozer,8,Due Soon,OP1019,Expert,3.2,Material Loading,371.8,5.81,286.5,8.54,45.3,Muddy,Normal,Windy,29.8,61.2,Good,Morning,151.3,No,None,258.8,71.05
TASK01826,2025-06-20,MC1009,Bulldozer,9,Good,OP1016,Expert,3.0,Earth Excavation,104.8,1.01,188.6,2.74,3.2,Rocky,Normal,Rainy,25.3,74.8,Moderate,Afternoon,66.5,No,None,105.1,58.05
TASK01827,2025-04-29,MC1006,Loader,3,Overdue,OP1002,Beginner,1.7,Grading,460.3,1.39,649.7,7.55,19.5,Rocky,Normal,Rainy,27.1,84.8,Good,Afternoon,221.1,No,None,374.4,69.34
TASK01828,2025-09-04,MC1001,Excavator,1,Good,OP1005,Beginner,1.0,Earth Excavation,176.6,2.78,260.1,3.93,18.0,Flat,Loose,Clear,31.1,25.0,Good,Morning,103.9,No,None,149.1,43.5
TASK01829,2025-03-27,MC1010,Excavator,10,Overdue,OP1006,Beginner,3.5,Demolition,73.2,0.7,326.2,2.63,44.7,,Dry,Rainy,19.0,83.9,Good,Morning,75.1,No,None,193.8,158.06
TASK01830,2025-07-31,MC1007,Bulldozer,7,Good,OP1010,Intermediate,4.3,Earth Excavation,100.4,0.97,227.0,,22.2,Flat,Loose,Windy,24.0,74.0,Good,Morning,64.2,No,None,107.1,66.82
TASK01831,2025-09-03,MC1004,Loader,5,Good,OP1005,Beginner,3.7,Demolition,210.3,1.36,164.8,3.36,15.0,Rolling,Dry,Clear,33.5,60.5,Moderate,Morning,182.0,No,None,238.9,31.26
TASK01832,2025-07-03,MC1005,Loader,6,Good,OP1005,Beginner,2.9,Earth Excavation,203.7,3.03,363.0,4.64,2.8,Rocky,Normal,Cloudy,25.8,64.3,Good,Morning,117.9,No,,156.9,33.08
TASK01833,2025-06-16,MC1007,Bulldozer,7,Good,OP1008,Intermediate,4.2,Earth Excavation,321.5,3.3,324.4,6.72,2.8,Flat,Normal,Clear,,62.7,,Afternoon,179.2,No,None,222.2,24.0
TASK01834,2025-03-15,MC1010,Excavator,10,Due Soon,OP1010,Intermediate,3.5,Demolition,43.1,,,1.59,38.5,Flat,Wet,Cloudy,25.1,75.4,Moderate,Morning,51.6,No,None,85.9,66.47
TASK01835,2025-05-19,MC1009,Bulldozer,9,Due Soon,OP1013,Intermediate,,Earth Excavation,127.6,1.52,294.0,3.94,5.7,,Wet,Rainy,18.7,90.6,Good,,78.4,No,None,126.4,61.22
TASK01836,2025-05-01,MC1007,Bulldozer,7,Overdue,OP1001,Beginner,3.2,Trenching,164.3,1.9,477.9,4.57,3.8,,Dry,Clear,32.6,60.8,Moderate,Morning,126.8,No,,199.8,57.57
TASK01837,2025-07-16,MC1005,Loader,6,Good,OP1011,Intermediate,5.1,Demolition,162.8,2.45,422.6,4.19,33.8,Rocky,,Hot,34.6,75.7,Good,Morning,145.0,No,None,222.2,53.24
TASK01838,2025-07-31,MC1006,Loader,3,Due Soon,OP1017,Expert,3.2,Grading,640.1,5.55,,10.85,10.4,Flat,Dry,Windy,26.5,65.2,Moderate,Morning,302.0,No,None,296.8,-1.72
TASK01839,2025-07-11,MC1007,Bulldozer,7,Good,OP1009,Intermediate,5.2,Grading,310.7,,506.3,,3.3,Steep,Muddy,Clear,30.8,55.2,Poor,Afternoon,153.8,No,None,281.6,83.09
TASK01840,2025-10-25,MC1010,Excavator,10,Good,OP1018,Expert,1.5,Earth Excavation,404.0,5.53,256.8,9.43,16.1,Steep,Dry,Clear,25.0,78.0,Moderate,Morning,222.1,Yes,,388.9,75.1
TASK01841,2025-11-14,MC1006,Loader,3,Good,OP1011,Intermediate,3.7,Grading,416.8,1.62,1263.1,8.38,13.3,Rolling,Muddy,Clear,31.7,48.2,Good,Afternoon,201.5,No,None,312.8,55.24
TASK01842,2025-07-02,MC1009,Bulldozer,9,Good,OP1011,Intermediate,2.0,Grading,421.3,1.18,616.6,8.23,5.8,Rolling,,Clear,29.0,,Moderate,Morning,203.6,No,None,278.1,36.59
TASK01843,2025-10-03,MC1010,Excavator,10,Good,OP1016,Expert,2.1,Earth Excavation,329.0,3.96,183.4,6.7,38.8,Rolling,Muddy,Rainy,23.3,87.7,Moderate,Morning,183.1,No,None,285.3,55.82
TASK01844,2025-12-18,MC1004,Loader,5,Good,OP1003,Beginner,1.4,Material Loading,215.9,3.78,242.0,5.44,26.4,Rolling,Dry,Rainy,24.8,80.0,Moderate,Morning,92.1,No,None,170.5,85.12
TASK01845,2025-09-15,MC1009,Bulldozer,9,Good,OP1004,Beginner,7.9,Demolition,103.8,0.68,287.1,3.14,18.6,Rolling,Normal,Hot,35.3,60.4,Moderate,Night,99.0,No,None,202.3,104.34
TASK01846,2025-04-01,MC1001,Excavator,1,Good,OP1015,Expert,3.1,Material Loading,243.5,5.52,291.5,6.55,43.9,Muddy,Wet,Clear,31.4,48.9,Good,Afternoon,102.5,No,None,195.2,90.44
TASK01847,2025-03-28,MC1009,Bulldozer,9,Good,OP1012,Intermediate,1.0,Material Loading,283.6,6.71,246.6,9.24,18.5,Rolling,Dry,Clear,24.6,70.6,Good,Afternoon,117.8,No,None,172.1,46.1
TASK01848,2025-07-16,MC1003,Excavator,4,Good,OP1009,Intermediate,2.2,Grading,205.7,1.79,1287.3,5.62,11.4,Rocky,Muddy,Clear,31.4,69.6,Poor,Morning,106.6,No,None,228.9,114.73
TASK01849,2025-07-10,MC1007,Bulldozer,7,Good,OP1002,Beginner,3.0,Demolition,152.2,1.22,307.5,4.24,17.9,Flat,Loose,Rainy,,86.4,,Morning,136.7,No,None,205.6,50.4
